PUMFID,VERDATE,AGEGRP,BH_05,BH_10,BH_25,BH_30,BH_45,PBH_50,BH_15A,BH_15B,BH_15C,BH_15D,BH_20A,BH_20B,BH_20C,BH_20D,BH_20E,BH_20F,BH_20G,BH_20H,BH_20I,BH_20J,BH_20K,BH_20L,BH_20M,BH_20N,BH_35A,BH_35B,BH_35C,BH_35D,BH_35E,BH_40A,BH_40B,BH_40C,BH_40D,BH_40E,BH_40F,BH_40G,BH_40H,BH_55A,BH_55B,BH_55C,BH_55D,BH_55E,BH_55F,BH_55G,BH_55H,BH_55I,BH_55J,BH_55K,BH_55L,BH_60A,BH_60B,BH_60C,BH_60D,BH_60E,BH_60F,PBH_65A,BH_65B,BH_65C,PBH_70_C,DWELCODC,EDUC_LVC,PEMPSTC,HASCHILD,HHLDSIZC,IMMIGRNC,LM_30,LM_40,PLM_45,LM_35A,LM_35B,LM_35CDE,LM_35F,MARSTATC,SEX,PTELEWSC,COVID_WT
1338,23/04/2020,1,3,7,4,4,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,4,3,4,3,3,3,1,3,1,1,3,2,3,3,2,2,4,4,2,2,2,4,2,3,4,3,4,4,4,2,2,1,6,4,1,4,1,4,1,6,2,3,2,2,2,1,4,2,9,76648.3845
1339,23/04/2020,4,1,1,1,3,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,4,3,3,3,3,3,1,3,1,1,3,3,2,1,4,2,2,3,1,1,1,1,1,1,3,4,4,4,4,4,2,2,1,6,1,4,1,1,2,1,1,5,2,2,2,2,1,1,2,1,2030.466
1340,23/04/2020,7,3,1,3,9,1,1,3,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,3,4,3,3,4,3,3,3,3,1,1,3,3,3,3,2,4,4,4,3,3,1,1,1,1,4,4,4,4,4,4,1,2,2,1,1,7,4,0,2,1,6,4,3,2,2,2,1,1,1,9,3062.5276
1341,23/04/2020,1,1,3,1,9,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,3,3,3,3,3,1,3,3,2,3,4,4,4,4,4,2,2,2,2,1,3,4,4,4,4,3,2,2,1,6,4,2,1,0,5,1,1,3,3,2,2,2,1,4,2,3,11233.5697
1342,23/04/2020,2,7,1,1,1,2,2,2,2,2,3,2,2,2,2,2,1,2,1,1,2,1,1,2,2,3,3,4,4,4,3,3,3,1,1,1,1,3,3,4,3,3,3,3,2,4,3,3,1,1,3,4,3,4,4,4,2,2,1,6,1,6,1,0,4,2,1,2,1,2,2,2,1,4,1,1,5211.5172
1343,23/04/2020,2,1,6,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,3,3,2,3,3,3,3,1,1,1,1,2,3,4,4,4,4,2,1,2,2,1,1,3,4,3,4,4,4,2,2,1,6,2,6,1,0,1,2,4,5,2,2,2,2,1,4,2,2,9986.2843
1344,23/04/2020,5,6,6,2,2,2,2,2,3,2,3,1,2,2,2,2,1,1,1,1,1,2,1,2,2,3,4,3,3,4,1,3,3,1,1,1,3,1,2,2,2,3,3,2,2,2,2,1,2,1,4,3,4,4,4,4,2,1,2,1,1,4,1,0,4,1,5,4,2,2,2,2,1,2,1,1,7561.7253
1345,23/04/2020,3,6,3,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,4,2,2,4,3,3,3,3,1,1,3,3,2,3,3,2,2,3,2,2,2,2,1,1,4,4,4,4,4,4,2,2,1,6,1,6,1,1,2,1,1,3,9,2,2,2,1,2,1,1,5444.1474
1346,23/04/2020,5,1,1,1,2,2,2,2,2,2,3,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,4,3,4,4,3,3,3,3,3,1,3,3,3,3,4,3,3,4,2,2,2,1,2,1,3,4,4,4,4,4,2,2,1,6,3,6,1,0,2,1,4,4,3,2,2,2,1,3,1,1,678.3097
1347,23/04/2020,3,2,6,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,3,3,3,1,3,3,1,3,3,3,1,2,2,4,2,2,3,2,2,2,2,1,1,4,4,4,4,4,4,2,2,1,6,1,6,2,1,3,1,5,5,2,2,2,2,1,1,2,4,7386.3433
1348,23/04/2020,5,1,1,2,2,1,1,2,2,1,3,1,1,2,2,1,2,1,1,1,1,2,2,2,2,3,2,3,3,4,3,3,3,3,1,1,3,3,4,4,4,4,4,4,4,2,3,3,3,1,4,4,4,4,4,4,2,2,1,6,1,1,4,0,2,1,6,5,2,1,2,2,2,1,1,9,6484.5626
1349,23/04/2020,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,2,2,2,1,1,3,4,4,4,4,4,2,2,1,6,1,6,1,0,2,1,1,1,2,2,2,2,1,1,1,2,1147.7609
1350,23/04/2020,4,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,4,3,4,3,3,3,3,1,1,3,3,1,2,3,4,3,3,4,3,3,3,4,4,1,3,4,3,4,4,4,2,1,2,1,1,5,1,1,4,1,4,3,2,2,2,2,1,1,1,3,6643.3691
1351,23/04/2020,6,5,3,3,3,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,4,2,4,2,3,3,3,3,1,1,3,3,4,4,4,4,4,4,1,2,1,1,2,1,3,4,4,4,4,4,2,2,1,6,1,4,1,0,2,1,1,1,2,2,2,2,1,4,2,2,4726.4842
1352,23/04/2020,5,5,5,3,2,2,2,1,2,2,3,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,4,4,4,3,3,3,3,2,1,3,3,3,2,3,3,3,3,4,2,2,3,3,2,1,3,4,4,4,4,1,1,2,2,2,1,4,1,0,2,1,4,5,2,2,2,2,1,1,2,3,1280.2555
1353,23/04/2020,4,5,3,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,4,4,2,3,3,3,1,1,3,3,3,4,4,3,2,4,2,2,2,2,1,1,3,4,4,4,4,4,2,1,2,1,1,4,1,1,2,1,1,1,1,2,2,2,1,1,2,2,6055.2045
1354,23/04/2020,5,6,3,3,4,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,4,1,4,4,3,3,3,3,1,1,3,3,4,4,4,4,4,4,4,1,1,1,1,1,3,4,4,4,4,4,2,2,1,6,1,6,1,0,2,1,2,1,1,2,2,2,1,1,2,1,1972.9492
1355,23/04/2020,5,11,11,3,3,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,4,4,4,4,4,3,3,3,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,1,1,3,4,4,4,4,4,2,2,1,6,2,2,1,0,1,2,4,4,2,2,2,2,1,3,2,3,6699.7849
1356,23/04/2020,3,7,7,2,2,1,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,3,4,3,4,3,3,3,2,3,1,3,3,4,4,4,4,4,3,3,4,4,4,2,1,3,4,4,4,4,2,2,2,1,6,2,1,1,1,2,2,3,5,2,2,2,2,1,1,1,3,33279.3913
1357,23/04/2020,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,3,3,3,1,3,1,3,3,2,3,4,3,3,4,3,2,2,2,2,3,4,3,4,4,4,4,1,1,2,1,1,7,1,1,2,1,2,5,2,2,2,2,1,1,1,1,13386.1146
1358,23/04/2020,6,1,1,5,4,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,4,4,4,3,3,1,3,1,1,1,3,3,3,3,3,3,2,3,2,2,2,2,2,1,3,3,2,4,4,4,2,2,1,6,4,4,3,0,2,1,2,1,1,2,2,2,1,3,2,4,4579.8558
1359,23/04/2020,3,7,11,2,2,2,2,1,1,1,3,1,2,2,2,2,1,1,1,1,2,1,2,2,2,4,4,3,3,4,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,1,3,2,2,1,3,4,4,4,4,4,2,2,1,6,1,4,1,1,2,1,5,2,2,2,2,2,1,1,1,3,1121.8281
1360,23/04/2020,6,6,6,4,3,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,2,2,4,3,3,3,3,3,3,9,9,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,4,4,4,2,2,1,6,1,4,4,0,2,1,6,4,3,2,2,2,1,1,1,9,4389.2395
1361,23/04/2020,2,1,6,2,4,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,4,4,4,2,4,1,3,3,3,3,1,3,3,2,3,2,1,1,3,3,1,2,2,3,1,3,4,4,4,4,4,2,2,1,6,1,2,4,1,2,1,6,4,3,2,2,2,1,1,2,9,8782.9093
1362,23/04/2020,4,1,7,2,4,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,4,3,3,3,3,3,3,3,1,1,3,3,2,3,3,2,2,3,3,3,2,2,3,1,3,4,4,4,4,4,2,2,1,6,1,4,2,0,2,1,1,1,1,1,2,2,2,2,2,4,2293.6467
1363,23/04/2020,2,3,2,2,4,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,4,4,2,4,3,3,3,1,3,1,1,3,3,1,4,3,3,3,4,2,3,3,2,1,3,4,4,4,4,2,2,2,1,6,2,6,1,0,1,1,5,2,2,2,2,2,1,4,1,3,1694.9748
1364,23/04/2020,3,6,6,1,3,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,4,4,4,2,4,1,3,3,1,1,1,1,3,3,4,4,3,4,2,2,1,2,3,1,1,3,4,4,4,4,4,2,2,1,6,1,3,1,1,2,1,4,3,2,2,2,2,1,2,1,3,10303.0402
1365,23/04/2020,5,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,3,4,4,4,4,3,3,3,3,3,1,3,3,2,2,2,3,3,3,2,2,2,2,2,1,3,4,3,4,4,4,2,2,1,6,1,2,4,0,2,1,6,4,2,2,2,2,1,1,2,9,1662.9637
1366,23/04/2020,5,1,1,2,1,2,2,2,2,1,3,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,3,3,3,2,3,3,3,3,1,1,1,3,4,1,4,4,4,4,4,2,4,4,1,1,1,4,4,4,4,4,2,2,1,6,3,4,1,0,1,2,4,4,3,2,2,2,1,4,2,3,9707.0661
1367,23/04/2020,4,7,5,3,3,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,4,2,4,2,3,3,3,1,1,3,3,3,4,4,4,4,4,3,2,3,2,1,1,3,4,4,4,4,4,2,2,1,6,1,4,3,0,3,2,1,1,2,2,2,2,1,1,2,4,44584.767
1368,23/04/2020,4,1,3,4,9,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,1,4,2,2,4,3,3,3,3,1,1,3,3,4,3,4,4,4,4,2,2,1,1,1,1,4,3,3,4,4,4,2,2,1,6,1,7,1,1,3,1,4,3,2,2,2,2,1,1,2,1,8917.1909
1369,23/04/2020,2,5,5,2,3,2,2,2,2,1,3,1,1,1,2,2,1,1,1,1,1,1,2,1,2,3,3,4,3,4,1,3,3,2,1,1,1,3,2,4,4,3,3,3,3,1,3,3,3,1,3,4,4,4,4,4,2,2,1,6,4,2,3,0,2,2,1,1,2,2,2,2,1,4,1,4,13854.6736
1370,23/04/2020,3,1,1,3,2,2,2,2,2,1,3,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,4,3,3,4,1,1,3,3,3,1,3,1,2,2,3,2,2,3,2,1,2,2,2,1,3,4,3,4,4,3,2,2,1,6,4,6,1,1,2,1,3,4,2,2,2,2,1,1,1,9,12721.6692
1371,23/04/2020,5,1,6,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,4,4,3,4,3,3,3,3,2,1,3,3,3,3,3,4,3,4,2,1,2,3,3,1,1,3,4,4,4,4,4,2,2,1,6,1,4,1,0,2,1,3,4,2,2,2,2,1,1,1,3,13607.0553
1372,23/04/2020,4,1,2,2,3,2,2,1,2,1,2,1,2,2,2,2,1,1,1,2,2,1,1,2,2,1,4,3,4,4,3,3,3,1,1,1,3,3,2,1,3,2,2,4,3,2,1,2,2,1,4,4,4,4,4,4,2,2,1,6,1,6,1,0,2,1,5,4,2,2,2,2,1,1,2,1,1807.9507
1373,23/04/2020,6,9,1,2,1,2,2,1,2,2,3,1,2,2,2,2,1,2,2,1,1,2,2,2,2,3,4,3,3,4,3,9,9,9,9,9,9,9,2,2,1,2,2,3,2,2,2,2,1,1,3,4,4,4,4,4,2,2,1,6,1,6,4,0,2,1,6,4,3,2,2,2,1,1,2,9,1652.2053
1374,23/04/2020,1,1,2,4,3,1,2,1,2,1,3,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,3,4,1,1,3,3,1,1,3,3,1,2,2,3,3,3,3,2,1,2,2,2,1,4,4,4,4,4,4,2,2,1,6,2,2,4,0,1,1,6,5,1,2,2,2,1,4,2,9,662.8028
1375,23/04/2020,6,2,5,2,3,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,4,3,4,2,2,3,3,3,1,1,9,9,2,2,3,4,4,3,1,3,2,3,1,1,3,4,4,4,4,4,2,2,1,6,1,4,4,0,2,1,6,5,3,2,2,2,1,1,2,9,1120.706
1376,23/04/2020,5,1,5,2,2,2,2,9,2,9,9,1,2,2,2,1,1,1,1,1,1,2,1,2,2,4,4,3,3,3,2,9,9,2,1,1,9,1,1,2,1,2,2,4,2,2,2,1,1,1,3,4,4,4,4,4,2,2,1,6,1,2,1,0,2,1,3,3,2,2,2,2,1,1,2,2,5360.5661
1377,23/04/2020,3,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,4,1,1,4,1,3,3,1,1,1,3,1,4,4,4,4,4,4,4,4,3,4,3,1,3,4,4,4,4,4,1,2,2,2,1,7,1,1,3,1,3,4,2,2,2,2,1,1,1,1,3271.8917
1378,23/04/2020,3,1,9,2,4,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,4,3,2,2,1,3,3,1,1,1,1,1,2,2,3,2,3,2,1,2,2,2,3,1,3,4,4,4,4,4,2,2,1,6,4,6,1,1,2,1,4,3,3,2,2,2,1,1,2,1,8411.3689
1379,23/04/2020,6,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,4,1,1,4,3,3,3,3,3,3,3,3,2,1,1,2,2,3,1,1,1,1,1,1,3,4,4,4,4,3,2,1,2,2,1,5,1,0,1,1,2,5,3,2,2,2,1,4,1,3,1016.8021
1380,23/04/2020,4,1,3,1,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,3,3,2,2,3,3,1,3,1,3,3,2,2,4,4,3,3,2,2,2,3,1,1,3,4,4,4,4,4,2,2,1,6,1,4,1,1,2,1,3,5,2,2,2,2,1,1,2,1,2200.4864
1381,23/04/2020,2,1,1,3,4,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,3,1,3,4,3,3,3,1,1,1,1,3,3,2,2,3,3,3,2,2,3,3,2,2,1,3,4,3,4,4,4,2,2,1,6,4,4,4,0,2,1,6,3,3,2,2,2,1,4,2,9,6313.0274
1382,23/04/2020,2,6,5,4,4,1,2,2,1,2,3,2,2,2,2,2,1,1,1,1,1,1,2,1,2,4,4,4,4,4,3,1,2,1,1,1,1,2,2,4,3,3,3,4,4,1,2,4,1,1,3,4,3,4,4,4,2,2,1,6,1,2,3,1,1,1,3,5,2,2,2,1,2,4,2,4,2482.1307
1383,23/04/2020,4,1,4,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,3,4,3,3,3,2,3,3,2,3,3,3,1,2,2,3,3,3,3,1,1,9,2,2,1,3,4,4,4,4,4,2,1,2,1,1,7,1,1,3,1,4,5,3,2,2,2,1,1,1,1,6830.4851
1384,23/04/2020,4,7,5,2,2,2,2,1,1,1,3,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,4,4,3,3,3,3,3,3,3,3,2,3,3,1,1,1,3,1,3,3,1,1,4,4,4,4,4,4,2,2,1,6,1,4,3,0,2,1,4,2,2,2,2,2,1,1,2,4,1256.3325
1385,23/04/2020,3,1,6,2,3,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,4,3,4,9,3,3,3,3,3,3,3,1,3,4,4,3,2,2,1,2,2,1,2,1,3,4,4,3,3,4,2,2,1,6,1,4,4,1,2,1,6,5,3,2,2,2,1,1,2,9,4331.3663
1386,23/04/2020,2,12,12,4,4,2,1,3,3,3,3,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,4,4,2,2,2,3,3,2,3,1,1,3,2,3,3,1,1,2,1,2,2,1,2,1,4,4,4,4,4,4,2,2,1,6,1,6,1,1,2,1,3,2,2,2,2,2,1,1,1,1,5324.5551
1387,23/04/2020,3,6,6,2,2,2,2,2,2,2,3,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,4,3,4,4,1,3,3,1,1,1,3,3,2,3,4,3,2,4,2,3,3,3,3,2,3,4,4,4,4,4,2,2,1,6,1,7,1,1,2,1,2,5,3,2,2,2,1,1,1,1,2547.2734
1388,23/04/2020,6,5,2,1,1,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,4,3,4,4,3,3,3,3,3,3,3,1,2,2,2,2,3,3,2,1,1,1,2,1,4,4,4,4,4,4,1,2,2,1,1,6,4,0,2,2,6,3,3,2,2,2,1,1,1,9,1555.9515
1389,23/04/2020,5,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,9,9,3,3,9,3,3,3,3,3,3,3,3,2,2,3,2,2,3,1,2,1,1,1,1,3,4,4,4,4,4,2,2,1,6,1,5,4,0,2,1,6,3,2,2,2,2,1,1,1,9,5252.4908
1390,23/04/2020,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,4,4,2,4,3,3,3,3,1,1,3,3,2,4,4,4,4,4,4,3,3,3,2,1,3,4,4,4,4,4,2,2,1,6,1,6,1,1,2,2,2,3,3,2,2,2,1,1,2,2,8054.712
1391,23/04/2020,5,1,6,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,4,2,2,4,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,1,2,2,2,3,4,4,4,4,4,2,2,1,6,3,4,1,0,1,1,4,2,2,2,2,2,1,4,1,3,11023.9354
1392,23/04/2020,2,6,6,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,3,4,4,4,4,3,3,3,3,1,1,1,2,2,2,4,2,2,3,1,1,1,1,2,1,3,4,3,4,4,3,2,2,1,6,1,4,1,1,3,1,5,4,2,2,2,2,1,1,1,3,25726.2752
1393,23/04/2020,6,7,4,3,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,3,4,3,3,4,3,3,3,3,3,1,3,3,2,1,4,4,4,3,1,1,2,4,1,1,3,4,4,4,4,4,2,2,1,6,4,7,4,0,1,1,6,5,2,2,2,2,1,4,1,9,1138.576
1394,23/04/2020,4,11,11,3,3,2,2,1,2,1,3,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,4,4,4,4,3,3,3,2,1,3,3,3,3,4,4,3,3,4,2,1,1,2,2,1,3,4,4,4,4,1,2,2,1,6,1,6,1,0,2,1,5,4,3,1,2,2,2,4,1,3,2512.8268
1395,23/04/2020,3,3,3,1,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3,2,4,3,3,3,3,1,1,3,1,2,2,4,3,3,4,2,3,3,4,2,1,3,4,4,4,4,3,2,2,1,6,1,6,1,1,2,1,3,2,2,2,2,2,1,1,2,1,9825.7593
1396,23/04/2020,5,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,4,3,3,4,2,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,4,4,4,4,4,2,2,1,6,1,3,4,0,2,1,6,1,1,2,2,1,2,1,2,9,3368.9558
1397,23/04/2020,5,1,1,2,2,2,2,9,9,9,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,1,3,2,4,3,3,3,3,1,1,3,3,2,4,3,2,2,3,2,9,3,2,2,1,3,4,4,4,4,4,2,2,1,6,2,2,4,0,1,2,6,4,3,2,2,2,1,3,2,9,8630.2044
1398,23/04/2020,4,7,7,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,4,3,3,4,3,3,3,2,3,3,3,3,2,1,1,2,3,4,4,2,3,3,1,1,3,4,4,4,4,1,2,2,1,6,3,6,1,0,1,2,5,5,1,2,2,2,1,4,2,3,7953.5603
1399,23/04/2020,7,1,1,3,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,3,2,4,3,3,3,3,1,1,3,3,2,3,2,2,2,3,2,2,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,7,4,0,2,2,6,4,3,2,2,2,1,1,1,9,2330.4169
1400,23/04/2020,2,3,3,3,4,1,2,1,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,4,4,4,3,3,3,1,3,1,1,3,2,2,4,2,3,4,2,3,4,4,4,1,3,4,3,4,4,4,2,1,2,1,1,6,1,0,1,1,3,1,2,2,2,2,1,4,2,1,1435.7648
1401,23/04/2020,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,4,3,4,4,3,3,3,1,3,1,1,1,1,1,3,3,2,4,1,1,1,1,2,1,3,4,4,4,4,3,2,2,1,6,1,6,1,1,2,1,5,4,2,2,2,2,1,1,1,1,3226.5678
1402,23/04/2020,5,3,6,3,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,1,2,3,4,3,3,4,4,3,4,4,4,1,4,4,4,4,4,4,2,2,1,6,2,6,4,1,2,2,6,1,1,2,2,2,1,1,1,9,705.1754
1403,23/04/2020,5,1,5,3,4,1,2,1,2,2,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,4,4,4,4,1,3,3,1,1,1,3,3,3,3,4,3,2,3,3,3,4,4,4,1,4,4,4,4,4,4,2,2,1,6,1,2,2,0,2,1,5,5,2,2,2,2,1,2,2,4,1408.9957
1404,23/04/2020,3,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,4,3,2,4,3,3,3,1,3,1,3,1,2,2,2,2,2,2,2,3,3,1,1,1,3,4,4,4,4,3,2,2,1,6,1,6,1,0,1,1,4,4,3,2,2,2,1,4,1,1,1890.3014
1405,23/04/2020,3,3,3,2,3,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,3,4,3,4,4,1,3,3,1,1,1,3,3,2,2,4,2,3,4,4,2,3,3,4,1,3,4,3,4,4,4,2,2,1,6,1,7,4,1,2,1,6,2,1,2,2,2,1,2,2,9,1112.373
1406,23/04/2020,2,6,6,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,4,3,3,2,1,3,1,1,3,1,3,1,2,3,3,3,2,3,3,3,3,3,3,1,4,4,4,4,4,4,2,2,1,6,1,4,1,0,1,1,4,3,2,2,2,2,1,4,1,2,1903.2856
1407,23/04/2020,6,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,4,3,4,4,3,3,3,1,3,1,1,3,2,2,2,3,3,4,2,2,2,2,2,1,3,3,4,4,4,4,2,2,1,6,1,1,4,0,3,1,6,2,2,2,2,2,1,1,1,9,4286.2042
1408,23/04/2020,1,1,2,3,4,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,4,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,1,1,1,3,4,4,4,4,4,2,1,2,2,1,1,1,0,2,1,1,1,3,2,2,2,1,4,2,1,5472.0152
1409,23/04/2020,5,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,4,3,4,4,1,1,3,3,3,3,3,3,3,3,1,4,4,4,4,4,1,2,4,4,3,4,3,4,4,4,2,2,1,6,1,2,3,0,2,1,1,4,3,2,2,2,1,2,1,4,5737.1258
1410,23/04/2020,3,1,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,3,3,1,3,3,3,3,3,3,1,2,3,4,3,3,4,2,3,3,2,3,1,3,4,4,4,4,4,2,2,1,6,1,6,1,1,2,1,5,4,3,2,2,2,1,1,2,1,1789.8337
1411,23/04/2020,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,4,3,3,4,1,3,3,3,1,3,3,3,2,2,2,2,2,3,4,2,3,3,2,2,3,4,4,4,4,4,2,2,1,6,1,4,1,1,2,1,4,4,2,2,2,2,1,2,2,3,5513.4658
1412,23/04/2020,3,6,6,2,1,2,2,1,2,2,3,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,3,2,4,1,3,1,1,2,1,3,1,2,2,3,4,2,3,2,1,2,1,2,1,3,4,3,4,4,4,1,2,2,1,4,6,1,0,2,1,4,5,3,2,2,2,1,1,1,1,2252.432
1413,23/04/2020,2,1,5,1,3,2,2,1,2,2,3,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,4,4,3,3,3,3,3,3,1,1,1,3,1,1,3,3,3,4,2,2,2,1,2,1,3,4,3,4,4,4,2,2,1,6,2,6,1,0,1,1,5,3,2,2,2,2,1,4,1,2,1568.7862
1414,23/04/2020,4,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,3,4,4,3,4,3,3,3,2,2,1,2,1,1,3,3,3,3,4,3,2,4,4,2,2,3,4,3,3,4,4,2,2,1,6,4,2,1,1,3,2,3,5,2,2,2,2,1,1,1,3,9181.8609
1415,23/04/2020,1,7,3,3,4,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,4,4,3,3,1,3,3,3,1,1,3,1,2,2,4,4,3,4,3,3,3,3,4,1,3,4,4,4,4,4,2,2,1,6,4,2,3,1,2,1,2,1,2,1,2,2,2,4,2,4,8598.1287
1416,23/04/2020,3,2,2,1,2,2,2,1,2,1,3,2,2,2,1,1,1,1,1,1,2,1,2,2,2,3,4,3,3,4,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,1,1,1,1,1,4,4,4,4,4,4,2,2,1,6,1,6,1,1,2,1,5,3,2,2,2,2,1,1,1,1,1880.46
1417,23/04/2020,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,3,4,4,3,3,3,1,1,1,3,3,3,3,3,3,4,4,2,2,2,2,4,1,3,3,3,4,4,3,2,2,1,6,1,6,1,1,2,1,4,2,2,2,2,2,1,2,2,1,2417.9797
